mapstat_id,timestamp_unix,team1_id,team1_nome,team1_score,team2_id,team2_nome,team2_score,vencedor,mapa,evento_id,evento_nome
236101,1787841000000,13286,FUT,11,12468,Legacy,13,Legacy,Dust2,8249,BLAST Open Porto 2026
236091,1787841000000,12468,Legacy,13,13286,FUT,10,Legacy,Ancient,8249,BLAST Open Porto 2026
236076,1787832000000,9996,9z,7,4494,MOUZ,13,MOUZ,Nuke,8249,BLAST Open Porto 2026
236067,1787832000000,4494,MOUZ,13,9996,9z,4,MOUZ,Cache,8249,BLAST Open Porto 2026
236058,1787821200000,13117,Inner Circle,16,9565,Vitality,13,Inner Circle,Cache,8249,BLAST Open Porto 2026
236054,1787821200000,9565,Vitality,8,13117,Inner Circle,13,Inner Circle,Anubis,8249,BLAST Open Porto 2026
236003,1787766900000,4773,paiN,6,8297,FURIA,13,FURIA,Cache,8249,BLAST Open Porto 2026
235998,1787766900000,8297,FURIA,13,4773,paiN,2,FURIA,Mirage,8249,BLAST Open Porto 2026
235993,1787754300000,12376,M80,13,4608,Natus Vincere,6,M80,Inferno,8249,BLAST Open Porto 2026
235985,1787754300000,12376,M80,13,4608,Natus Vincere,6,M80,Mirage,8249,BLAST Open Porto 2026
235978,1787754300000,12376,M80,4,4608,Natus Vincere,13,Natus Vincere,Anubis,8249,BLAST Open Porto 2026
235955,1787745300000,13926,DENDELE,7,7020,Spirit,13,Spirit,Cache,8249,BLAST Open Porto 2026
235946,1787745300000,13926,DENDELE,8,7020,Spirit,13,Spirit,Ancient,8249,BLAST Open Porto 2026
235937,1787734800000,11861,Aurora,12,5995,G2,16,G2,Anubis,8249,BLAST Open Porto 2026
235928,1787734800000,11861,Aurora,5,5995,G2,13,G2,Inferno,8249,BLAST Open Porto 2026
235739,1787487300000,13286,FUT,5,7020,Spirit,13,Spirit,Nuke,8261,Esports World Cup 2026
235731,1787487300000,7020,Spirit,16,13286,FUT,14,Spirit,Ancient,8261,Esports World Cup 2026
235722,1787487300000,7020,Spirit,16,13286,FUT,13,Spirit,Anubis,8261,Esports World Cup 2026
235712,1787487300000,7020,Spirit,10,13286,FUT,13,FUT,Cache,8261,Esports World Cup 2026
235704,1787472000000,12468,Legacy,13,8297,FURIA,9,Legacy,Dust2,8261,Esports World Cup 2026
235699,1787472000000,12468,Legacy,13,8297,FURIA,9,Legacy,Nuke,8261,Esports World Cup 2026
235687,1787472000000,12468,Legacy,9,8297,FURIA,13,FURIA,Ancient,8261,Esports World Cup 2026
235673,1787421600000,7020,Spirit,13,12468,Legacy,9,Spirit,Ancient,8261,Esports World Cup 2026
235667,1787421600000,12468,Legacy,7,7020,Spirit,13,Spirit,Dust2,8261,Esports World Cup 2026
235659,1787407200000,13286,FUT,16,8297,FURIA,13,FUT,Dust2,8261,Esports World Cup 2026
235653,1787407200000,13286,FUT,6,8297,FURIA,13,FURIA,Nuke,8261,Esports World Cup 2026
235648,1787407200000,8297,FURIA,11,13286,FUT,13,FUT,Ancient,8261,Esports World Cup 2026
235618,1787329800000,7020,Spirit,13,9565,Vitality,3,Spirit,Mirage,8261,Esports World Cup 2026
235612,1787329800000,7020,Spirit,14,9565,Vitality,16,Vitality,Nuke,8261,Esports World Cup 2026
235607,1787329800000,7020,Spirit,13,9565,Vitality,11,Spirit,Anubis,8261,Esports World Cup 2026
235602,1787320200000,12468,Legacy,13,11283,Falcons,10,Legacy,Dust2,8261,Esports World Cup 2026
235598,1787320200000,11283,Falcons,7,12468,Legacy,13,Legacy,Mirage,8261,Esports World Cup 2026
235593,1787310000000,4494,MOUZ,5,13286,FUT,13,FUT,Ancient,8261,Esports World Cup 2026
235588,1787310000000,13286,FUT,16,4494,MOUZ,13,FUT,Dust2,8261,Esports World Cup 2026
235561,1787242800000,5995,G2,4,8297,FURIA,13,FURIA,Dust2,8261,Esports World Cup 2026
235553,1787242800000,8297,FURIA,3,5995,G2,13,G2,Anubis,8261,Esports World Cup 2026
235551,1787242800000,8297,FURIA,13,5995,G2,3,FURIA,Ancient,8261,Esports World Cup 2026
235540,1787232900000,9565,Vitality,13,6667,FaZe,6,Vitality,Cache,8261,Esports World Cup 2026
235533,1787232900000,6667,FaZe,11,9565,Vitality,13,Vitality,Dust2,8261,Esports World Cup 2026
235541,1787232600000,7020,Spirit,13,11241,B8,9,Spirit,Mirage,8261,Esports World Cup 2026
235531,1787232600000,11241,B8,9,7020,Spirit,13,Spirit,Dust2,8261,Esports World Cup 2026
235526,1787223600000,12468,Legacy,13,4608,Natus Vincere,2,Legacy,Ancient,8261,Esports World Cup 2026
235520,1787223600000,4608,Natus Vincere,9,12468,Legacy,13,Legacy,Inferno,8261,Esports World Cup 2026
235524,1787223600000,6248,The MongolZ,9,11283,Falcons,13,Falcons,Dust2,8261,Esports World Cup 2026
235517,1787223600000,11283,Falcons,13,6248,The MongolZ,3,Falcons,Inferno,8261,Esports World Cup 2026
235508,1787162100000,9928,GamerLegion,11,4494,MOUZ,13,MOUZ,Nuke,8261,Esports World Cup 2026
235502,1787162100000,4494,MOUZ,19,9928,GamerLegion,22,GamerLegion,Ancient,8261,Esports World Cup 2026
235492,1787162100000,9928,GamerLegion,11,4494,MOUZ,13,MOUZ,Mirage,8261,Esports World Cup 2026
235507,1787161200000,11861,Aurora,9,8297,FURIA,13,FURIA,Mirage,8261,Esports World Cup 2026
235500,1787161200000,11861,Aurora,16,8297,FURIA,14,Aurora,Nuke,8261,Esports World Cup 2026
235491,1787161200000,8297,FURIA,13,11861,Aurora,11,FURIA,Ancient,8261,Esports World Cup 2026
235480,1787149200000,13286,FUT,13,13592,magic,8,FUT,Mirage,8261,Esports World Cup 2026
235473,1787149200000,13286,FUT,13,13592,magic,7,FUT,Anubis,8261,Esports World Cup 2026
235466,1787149200000,13286,FUT,9,13592,magic,13,magic,Ancient,8261,Esports World Cup 2026
235479,1787148600000,6665,Astralis,7,5995,G2,13,G2,Inferno,8261,Esports World Cup 2026
235470,1787148600000,6665,Astralis,6,5995,G2,13,G2,Dust2,8261,Esports World Cup 2026
235463,1787148600000,5995,G2,6,6665,Astralis,13,Astralis,Ancient,8261,Esports World Cup 2026
235301,1786902300000,9215,MIBR,8,12468,Legacy,13,Legacy,Inferno,8261,Esports World Cup 2026
235295,1786902300000,12468,Legacy,13,9215,MIBR,11,Legacy,Nuke,8261,Esports World Cup 2026
235296,1786896000000,6665,Astralis,13,4411,Ninjas in Pyjamas,7,Astralis,Cache,8261,Esports World Cup 2026
235291,1786896000000,4411,Ninjas in Pyjamas,13,6665,Astralis,10,Ninjas in Pyjamas,Inferno,8261,Esports World Cup 2026
235286,1786896000000,6665,Astralis,13,4411,Ninjas in Pyjamas,3,Astralis,Nuke,8261,Esports World Cup 2026
235289,1786886700000,13592,magic,13,9996,9z,10,magic,Inferno,8261,Esports World Cup 2026
235282,1786886700000,13592,magic,10,9996,9z,13,9z,Dust2,8261,Esports World Cup 2026
235264,1786886700000,9996,9z,17,13592,magic,19,magic,Ancient,8261,Esports World Cup 2026
235275,1786886100000,12467,PARIVISION,10,4494,MOUZ,13,MOUZ,Inferno,8261,Esports World Cup 2026
235261,1786886100000,4494,MOUZ,13,12467,PARIVISION,4,MOUZ,Dust2,8261,Esports World Cup 2026
235257,1786878000000,4773,paiN,4,6248,The MongolZ,13,The MongolZ,Inferno,8261,Esports World Cup 2026
235248,1786878000000,6248,The MongolZ,13,4773,paiN,10,The MongolZ,Nuke,8261,Esports World Cup 2026
235230,1786817400000,7532,BIG,7,7020,Spirit,13,Spirit,Mirage,8261,Esports World Cup 2026
235228,1786817400000,7532,BIG,10,7020,Spirit,13,Spirit,Dust2,8261,Esports World Cup 2026
235220,1786817400000,7020,Spirit,9,7532,BIG,13,BIG,Cache,8261,Esports World Cup 2026
235214,1786812600000,11861,Aurora,13,10245,JiJieHao,4,Aurora,Anubis,8261,Esports World Cup 2026
235210,1786812600000,11861,Aurora,13,10245,JiJieHao,6,Aurora,Mirage,8261,Esports World Cup 2026
235200,1786803900000,4914,3DMAX,7,13592,magic,13,magic,Ancient,8261,Esports World Cup 2026
235193,1786803900000,4914,3DMAX,6,13592,magic,13,magic,Dust2,8261,Esports World Cup 2026
235206,1786803600000,9996,9z,6,8297,FURIA,13,FURIA,Nuke,8261,Esports World Cup 2026
235201,1786803600000,9996,9z,16,8297,FURIA,13,9z,Mirage,8261,Esports World Cup 2026
235192,1786803600000,8297,FURIA,13,9996,9z,6,FURIA,Dust2,8261,Esports World Cup 2026
235180,1786791600000,4608,Natus Vincere,13,6248,The MongolZ,8,Natus Vincere,Mirage,8261,Esports World Cup 2026
235172,1786791600000,6248,The MongolZ,13,4608,Natus Vincere,9,The MongolZ,Ancient,8261,Esports World Cup 2026
235163,1786791600000,4608,Natus Vincere,13,6248,The MongolZ,5,Natus Vincere,Inferno,8261,Esports World Cup 2026
235100,1786714200000,11241,B8,13,9565,Vitality,4,B8,Dust2,8261,Esports World Cup 2026
235091,1786714200000,9565,Vitality,11,11241,B8,13,B8,Inferno,8261,Esports World Cup 2026
235074,1786714200000,9565,Vitality,16,11241,B8,12,Vitality,Mirage,8261,Esports World Cup 2026
235099,1786714200000,13286,FUT,13,4494,MOUZ,11,FUT,Mirage,8261,Esports World Cup 2026
235088,1786714200000,13286,FUT,12,4494,MOUZ,16,MOUZ,Nuke,8261,Esports World Cup 2026
235072,1786714200000,4494,MOUZ,6,13286,FUT,13,FUT,Ancient,8261,Esports World Cup 2026
235061,1786705200000,12394,BetBoom,11,4411,Ninjas in Pyjamas,13,Ninjas in Pyjamas,Anubis,8261,Esports World Cup 2026
235055,1786705200000,12394,BetBoom,3,4411,Ninjas in Pyjamas,13,Ninjas in Pyjamas,Nuke,8261,Esports World Cup 2026
235029,1786639800000,6667,FaZe,13,12468,Legacy,8,FaZe,Mirage,8261,Esports World Cup 2026
235024,1786639800000,12468,Legacy,6,6667,FaZe,13,FaZe,Cache,8261,Esports World Cup 2026
235028,1786639200000,6665,Astralis,11,11283,Falcons,13,Falcons,Dust2,8261,Esports World Cup 2026
235023,1786639200000,11283,Falcons,13,6665,Astralis,7,Falcons,Ancient,8261,Esports World Cup 2026
235013,1786629300000,11861,Aurora,13,12376,M80,9,Aurora,Inferno,8261,Esports World Cup 2026
235007,1786629300000,12376,M80,9,11861,Aurora,13,Aurora,Dust2,8261,Esports World Cup 2026
235014,1786626900000,7532,BIG,1,5995,G2,13,G2,Inferno,8261,Esports World Cup 2026
235010,1786626900000,7532,BIG,16,5995,G2,13,BIG,Ancient,8261,Esports World Cup 2026
235005,1786626900000,5995,G2,13,7532,BIG,5,G2,Cache,8261,Esports World Cup 2026
235001,1786618800000,6290,Luminosity,15,7020,Spirit,19,Spirit,Dust2,8261,Esports World Cup 2026
235000,1786618800000,10245,JiJieHao,8,9928,GamerLegion,13,GamerLegion,Ancient,8261,Esports World Cup 2026
234996,1786618800000,9928,GamerLegion,13,10245,JiJieHao,3,GamerLegion,Dust2,8261,Esports World Cup 2026
234997,1786618800000,7020,Spirit,13,6290,Luminosity,3,Spirit,Ancient,8261,Esports World Cup 2026
234986,1786564200000,4773,paiN,3,9996,9z,13,9z,Cache,8261,Esports World Cup 2026
234977,1786553100000,4914,3DMAX,9,4608,Natus Vincere,13,Natus Vincere,Inferno,8261,Esports World Cup 2026
234975,1786551900000,9215,MIBR,6,6665,Astralis,13,Astralis,Inferno,8261,Esports World Cup 2026
234971,1786547400000,6667,FaZe,13,12394,BetBoom,11,FaZe,Nuke,8261,Esports World Cup 2026
234970,1786545900000,11241,B8,13,12467,PARIVISION,11,B8,Cache,8261,Esports World Cup 2026
234964,1786540800000,12468,Legacy,13,4411,Ninjas in Pyjamas,5,Legacy,Cache,8261,Esports World Cup 2026
234961,1786536600000,5995,G2,13,12376,M80,11,G2,Mirage,8261,Esports World Cup 2026
234960,1786535700000,6248,The MongolZ,13,13592,magic,7,The MongolZ,Mirage,8261,Esports World Cup 2026
234956,1786530900000,7020,Spirit,10,10245,JiJieHao,13,JiJieHao,Mirage,8261,Esports World Cup 2026
234955,1786530000000,13286,FUT,13,4863,TYLOO,10,FUT,Mirage,8261,Esports World Cup 2026
234952,1786525200000,7532,BIG,13,11861,Aurora,9,BIG,Cache,8261,Esports World Cup 2026
234950,1786525200000,9928,GamerLegion,13,6290,Luminosity,3,GamerLegion,Nuke,8261,Esports World Cup 2026
234917,1786291200000,10245,JiJieHao,13,11581,HOTU,11,JiJieHao,Dust2,8762,Esports World Cup 2026 Open Qualifier
234912,1786291200000,10245,JiJieHao,13,11581,HOTU,9,JiJieHao,Cache,8762,Esports World Cup 2026 Open Qualifier
234903,1786291200000,11581,HOTU,13,10245,JiJieHao,7,HOTU,Mirage,8762,Esports World Cup 2026 Open Qualifier
234893,1786278600000,11581,HOTU,13,13117,Inner Circle,11,HOTU,Anubis,8762,Esports World Cup 2026 Open Qualifier
234882,1786278600000,13117,Inner Circle,13,11581,HOTU,3,Inner Circle,Nuke,8762,Esports World Cup 2026 Open Qualifier
234871,1786278600000,11581,HOTU,13,13117,Inner Circle,10,HOTU,Ancient,8762,Esports World Cup 2026 Open Qualifier
234865,1786266000000,10245,JiJieHao,13,13926,DENDELE,7,JiJieHao,Ancient,8762,Esports World Cup 2026 Open Qualifier
234852,1786266000000,10245,JiJieHao,9,13926,DENDELE,13,DENDELE,Cache,8762,Esports World Cup 2026 Open Qualifier
234832,1786266000000,13926,DENDELE,14,10245,JiJieHao,16,JiJieHao,Inferno,8762,Esports World Cup 2026 Open Qualifier
234256,1785666600000,7020,Spirit,10,4494,MOUZ,13,MOUZ,Nuke,8247,BLAST Bounty 2026 Season 2 Finals
234238,1785666600000,4494,MOUZ,9,7020,Spirit,13,Spirit,Ancient,8247,BLAST Bounty 2026 Season 2 Finals
234233,1785666600000,7020,Spirit,4,4494,MOUZ,13,MOUZ,Mirage,8247,BLAST Bounty 2026 Season 2 Finals
234227,1785666600000,4494,MOUZ,13,7020,Spirit,8,MOUZ,Dust2,8247,BLAST Bounty 2026 Season 2 Finals
234185,1785593400000,6665,Astralis,9,4494,MOUZ,13,MOUZ,Dust2,8247,BLAST Bounty 2026 Season 2 Finals
234177,1785593400000,6665,Astralis,9,4494,MOUZ,13,MOUZ,Mirage,8247,BLAST Bounty 2026 Season 2 Finals
234170,1785593400000,4494,MOUZ,6,6665,Astralis,13,Astralis,Ancient,8247,BLAST Bounty 2026 Season 2 Finals
234159,1785580200000,7020,Spirit,13,6667,FaZe,11,Spirit,Anubis,8247,BLAST Bounty 2026 Season 2 Finals
234148,1785580200000,7020,Spirit,9,6667,FaZe,13,FaZe,Cache,8247,BLAST Bounty 2026 Season 2 Finals
234138,1785580200000,6667,FaZe,6,7020,Spirit,13,Spirit,Dust2,8247,BLAST Bounty 2026 Season 2 Finals
234105,1785514200000,4773,paiN,14,6665,Astralis,16,Astralis,Mirage,8247,BLAST Bounty 2026 Season 2 Finals
234092,1785514200000,4773,paiN,17,6665,Astralis,19,Astralis,Inferno,8247,BLAST Bounty 2026 Season 2 Finals
234084,1785514200000,6665,Astralis,10,4773,paiN,13,paiN,Nuke,8247,BLAST Bounty 2026 Season 2 Finals
234071,1785501000000,6248,The MongolZ,8,6667,FaZe,13,FaZe,Ancient,8247,BLAST Bounty 2026 Season 2 Finals
234066,1785501000000,6667,FaZe,7,6248,The MongolZ,13,The MongolZ,Mirage,8247,BLAST Bounty 2026 Season 2 Finals
234056,1785501000000,6248,The MongolZ,12,6667,FaZe,16,FaZe,Nuke,8247,BLAST Bounty 2026 Season 2 Finals
234006,1785424800000,4914,3DMAX,3,4494,MOUZ,13,MOUZ,Inferno,8247,BLAST Bounty 2026 Season 2 Finals
233996,1785424800000,4914,3DMAX,18,4494,MOUZ,22,MOUZ,Nuke,8247,BLAST Bounty 2026 Season 2 Finals
233992,1785424800000,4494,MOUZ,10,4914,3DMAX,13,3DMAX,Dust2,8247,BLAST Bounty 2026 Season 2 Finals
233977,1785416400000,5973,Liquid,5,7020,Spirit,13,Spirit,Anubis,8247,BLAST Bounty 2026 Season 2 Finals
233971,1785416400000,5973,Liquid,7,7020,Spirit,13,Spirit,Dust2,8247,BLAST Bounty 2026 Season 2 Finals
233693,1785083700000,4411,Ninjas in Pyjamas,11,13592,magic,13,magic,Anubis,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233683,1785083700000,4411,Ninjas in Pyjamas,9,13592,magic,13,magic,Ancient,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233677,1785070800000,11861,Aurora,13,11581,HOTU,9,Aurora,Mirage,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233666,1785070800000,11861,Aurora,9,11581,HOTU,13,HOTU,Anubis,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233659,1785070800000,11861,Aurora,13,11581,HOTU,11,Aurora,Cache,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233658,1785068100000,4914,3DMAX,13,13286,FUT,9,3DMAX,Ancient,9154,BLAST Bounty 2026 Season 2
233652,1785068100000,13286,FUT,11,4914,3DMAX,13,3DMAX,Dust2,9154,BLAST Bounty 2026 Season 2
233642,1785060000000,4411,Ninjas in Pyjamas,14,4773,paiN,16,paiN,Mirage,9154,BLAST Bounty 2026 Season 2
233633,1785060000000,4773,paiN,13,4411,Ninjas in Pyjamas,6,paiN,Nuke,9154,BLAST Bounty 2026 Season 2
233612,1784995200000,4411,Ninjas in Pyjamas,13,7175,HEROIC,9,Ninjas in Pyjamas,Ancient,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233603,1784995200000,7175,HEROIC,8,4411,Ninjas in Pyjamas,13,Ninjas in Pyjamas,Nuke,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233593,1784995200000,4411,Ninjas in Pyjamas,12,7175,HEROIC,16,HEROIC,Mirage,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233595,1784990700000,11581,HOTU,10,6665,Astralis,13,Astralis,Ancient,9154,BLAST Bounty 2026 Season 2
233589,1784990700000,11581,HOTU,13,6665,Astralis,7,HOTU,Nuke,9154,BLAST Bounty 2026 Season 2
233581,1784990700000,6665,Astralis,13,11581,HOTU,1,Astralis,Cache,9154,BLAST Bounty 2026 Season 2
233590,1784988000000,13592,magic,13,13404,Gentle Mates,11,magic,Cache,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233578,1784988000000,13404,Gentle Mates,7,13592,magic,13,magic,Mirage,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233572,1784983800000,5973,Liquid,13,5995,G2,5,Liquid,Mirage,9154,BLAST Bounty 2026 Season 2
233567,1784983800000,5973,Liquid,13,5995,G2,6,Liquid,Anubis,9154,BLAST Bounty 2026 Season 2
233558,1784973600000,6667,FaZe,13,13926,DENDELE,7,FaZe,Cache,9154,BLAST Bounty 2026 Season 2
233549,1784973600000,13926,DENDELE,13,6667,FaZe,10,DENDELE,Mirage,9154,BLAST Bounty 2026 Season 2
233544,1784973600000,6667,FaZe,13,13926,DENDELE,2,FaZe,Nuke,9154,BLAST Bounty 2026 Season 2
233513,1784916000000,13926,DENDELE,16,8297,FURIA,14,DENDELE,Cache,9154,BLAST Bounty 2026 Season 2
233509,1784916000000,13926,DENDELE,6,8297,FURIA,13,FURIA,Mirage,9154,BLAST Bounty 2026 Season 2
233502,1784916000000,13926,DENDELE,13,8297,FURIA,6,DENDELE,Anubis,9154,BLAST Bounty 2026 Season 2
233496,1784909700000,7175,HEROIC,13,6665,Astralis,10,HEROIC,Ancient,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233491,1784909700000,6665,Astralis,10,7175,HEROIC,13,HEROIC,Dust2,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233494,1784908200000,5973,Liquid,13,9565,Vitality,9,Liquid,Nuke,9154,BLAST Bounty 2026 Season 2
233489,1784908200000,5973,Liquid,13,9565,Vitality,10,Liquid,Anubis,9154,BLAST Bounty 2026 Season 2
233480,1784895300000,7175,HEROIC,16,6248,The MongolZ,19,The MongolZ,Dust2,9154,BLAST Bounty 2026 Season 2
233474,1784895300000,7175,HEROIC,8,6248,The MongolZ,13,The MongolZ,Cache,9154,BLAST Bounty 2026 Season 2
233466,1784895300000,6248,The MongolZ,5,7175,HEROIC,13,HEROIC,Nuke,9154,BLAST Bounty 2026 Season 2
233462,1784883600000,4914,3DMAX,13,13592,magic,6,3DMAX,Dust2,9154,BLAST Bounty 2026 Season 2
233455,1784883600000,4914,3DMAX,16,13592,magic,14,3DMAX,Ancient,9154,BLAST Bounty 2026 Season 2
233449,1784883600000,13592,magic,13,4914,3DMAX,7,magic,Cache,9154,BLAST Bounty 2026 Season 2
233418,1784821800000,13404,Gentle Mates,6,4773,paiN,13,paiN,Nuke,9154,BLAST Bounty 2026 Season 2
233413,1784821800000,4773,paiN,13,13404,Gentle Mates,11,paiN,Inferno,9154,BLAST Bounty 2026 Season 2
233338,1784734200000,11581,HOTU,13,9928,GamerLegion,8,HOTU,Ancient,9154,BLAST Bounty 2026 Season 2
233334,1784734200000,9928,GamerLegion,11,11581,HOTU,13,HOTU,Dust2,9154,BLAST Bounty 2026 Season 2
233311,1784714400000,11581,HOTU,16,6665,Astralis,13,HOTU,Ancient,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233303,1784714400000,11581,HOTU,16,6665,Astralis,14,HOTU,Cache,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233279,1784651100000,13592,magic,19,13404,Gentle Mates,17,magic,Cache,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233273,1784651100000,13404,Gentle Mates,4,13592,magic,13,magic,Mirage,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233265,1784638800000,11581,HOTU,13,7175,HEROIC,8,HOTU,Dust2,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233259,1784638800000,7175,HEROIC,6,11581,HOTU,13,HOTU,Cache,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233255,1784638800000,11581,HOTU,10,7175,HEROIC,13,HEROIC,Mirage,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233264,1784638800000,4914,3DMAX,7,13404,Gentle Mates,13,Gentle Mates,Nuke,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233258,1784638800000,13404,Gentle Mates,13,4914,3DMAX,4,Gentle Mates,Cache,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233253,1784638800000,4914,3DMAX,13,13404,Gentle Mates,8,3DMAX,Inferno,9286,StarLadder StarSeries Fall 2026 Europe Closed Qualifier
233247,1784628000000,12376,M80,8,4411,Ninjas in Pyjamas,13,Ninjas in Pyjamas,Ancient,9154,BLAST Bounty 2026 Season 2
233243,1784628000000,4411,Ninjas in Pyjamas,13,12376,M80,10,Ninjas in Pyjamas,Inferno,9154,BLAST Bounty 2026 Season 2
233010,1784297700000,4411,Ninjas in Pyjamas,9,7175,HEROIC,13,HEROIC,Mirage,9173,Stake Ranked Episode 3
233008,1784297700000,7175,HEROIC,9,4411,Ninjas in Pyjamas,13,Ninjas in Pyjamas,Nuke,9173,Stake Ranked Episode 3
233002,1784297700000,4411,Ninjas in Pyjamas,11,7175,HEROIC,13,HEROIC,Inferno,9173,Stake Ranked Episode 3
232979,1784282400000,4914,3DMAX,13,13404,Gentle Mates,7,3DMAX,Cache,9173,Stake Ranked Episode 3
232972,1784282400000,4914,3DMAX,13,13404,Gentle Mates,2,3DMAX,Ancient,9173,Stake Ranked Episode 3
232932,1784212500000,13404,Gentle Mates,6,4411,Ninjas in Pyjamas,13,Ninjas in Pyjamas,Nuke,9173,Stake Ranked Episode 3
232930,1784212500000,4411,Ninjas in Pyjamas,13,13404,Gentle Mates,9,Ninjas in Pyjamas,Ancient,9173,Stake Ranked Episode 3
232927,1784204100000,4914,3DMAX,13,4773,paiN,4,3DMAX,Inferno,9173,Stake Ranked Episode 3
232924,1784204100000,4773,paiN,10,4914,3DMAX,13,3DMAX,Cache,9173,Stake Ranked Episode 3
232884,1784116800000,4914,3DMAX,8,7175,HEROIC,13,HEROIC,Nuke,9173,Stake Ranked Episode 3
232881,1784116800000,7175,HEROIC,8,4914,3DMAX,13,3DMAX,Cache,9173,Stake Ranked Episode 3
232879,1784116800000,4914,3DMAX,8,7175,HEROIC,13,HEROIC,Inferno,9173,Stake Ranked Episode 3
232712,1783843200000,9996,9z,13,12467,PARIVISION,4,9z,Dust2,8914,XSE Pro League Guangzhou 2026
232710,1783843200000,12467,PARIVISION,10,9996,9z,13,9z,Inferno,8914,XSE Pro League Guangzhou 2026
232707,1783843200000,9996,9z,13,12467,PARIVISION,9,9z,Mirage,8914,XSE Pro League Guangzhou 2026
232709,1783837800000,8840,Lynn Vision,13,4863,TYLOO,8,Lynn Vision,Anubis,9254,GGMEDIA Challenger Series 1: BLAST Premier Rising Event
232705,1783837800000,8840,Lynn Vision,13,4863,TYLOO,10,Lynn Vision,Inferno,9254,GGMEDIA Challenger Series 1: BLAST Premier Rising Event
232703,1783837800000,4863,TYLOO,13,8840,Lynn Vision,6,TYLOO,Ancient,9254,GGMEDIA Challenger Series 1: BLAST Premier Rising Event
232701,1783810800000,8113,Sharks,13,4773,paiN,7,Sharks,Nuke,9238,RES Showdown 4 South America: BLAST Premier Rising Event
232699,1783810800000,4773,paiN,11,8113,Sharks,13,Sharks,Cache,9238,RES Showdown 4 South America: BLAST Premier Rising Event
232680,1783773900000,12467,PARIVISION,19,6667,FaZe,17,PARIVISION,Ancient,8914,XSE Pro League Guangzhou 2026
232674,1783773900000,6667,FaZe,17,12467,PARIVISION,19,PARIVISION,Dust2,8914,XSE Pro League Guangzhou 2026
232671,1783773900000,12467,PARIVISION,9,6667,FaZe,13,FaZe,Cache,8914,XSE Pro League Guangzhou 2026
232668,1783756800000,12474,Alliance,7,9996,9z,13,9z,Ancient,8914,XSE Pro League Guangzhou 2026
232662,1783756800000,9996,9z,17,12474,Alliance,19,Alliance,Inferno,8914,XSE Pro League Guangzhou 2026
232659,1783756800000,12474,Alliance,10,9996,9z,13,9z,Nuke,8914,XSE Pro League Guangzhou 2026
232640,1783700400000,13117,Inner Circle,13,13592,magic,6,Inner Circle,Ancient,9237,RES Showdown 4 Europe: BLAST Premier Rising Event
232638,1783700400000,13592,magic,4,13117,Inner Circle,13,Inner Circle,Dust2,9237,RES Showdown 4 Europe: BLAST Premier Rising Event
232632,1783687500000,6667,FaZe,13,12394,BetBoom,6,FaZe,Ancient,8914,XSE Pro League Guangzhou 2026
232629,1783687500000,6667,FaZe,13,12394,BetBoom,2,FaZe,Cache,8914,XSE Pro League Guangzhou 2026
232624,1783670400000,12467,PARIVISION,13,7532,BIG,9,PARIVISION,Ancient,8914,XSE Pro League Guangzhou 2026
232619,1783670400000,7532,BIG,5,12467,PARIVISION,13,PARIVISION,Mirage,8914,XSE Pro League Guangzhou 2026
232615,1783670400000,7532,BIG,19,12467,PARIVISION,15,BIG,Cache,8914,XSE Pro League Guangzhou 2026
232538,1783584300000,4863,TYLOO,5,9996,9z,13,9z,Inferno,8914,XSE Pro League Guangzhou 2026
232535,1783584300000,9996,9z,7,4863,TYLOO,13,TYLOO,Mirage,8914,XSE Pro League Guangzhou 2026
232534,1783584300000,4863,TYLOO,9,9996,9z,13,9z,Nuke,8914,XSE Pro League Guangzhou 2026
232436,1783245600000,7532,BIG,13,11241,B8,11,BIG,Ancient,8914,XSE Pro League Guangzhou 2026
232433,1783245600000,11241,B8,13,7532,BIG,16,BIG,Inferno,8914,XSE Pro League Guangzhou 2026
232428,1783232100000,9996,9z,16,9215,MIBR,13,9z,Mirage,8914,XSE Pro League Guangzhou 2026
